target_5m,target_15m,target_30m
-0.0022698255071641692,-0.003943821818697649,-0.0029507731593132747
-0.0016398713826366268,-0.000996784565916406,-0.0011897106109324904
-0.0009698014600898597,-0.0007004121656205138,-0.0004849007300450064
9.112447603417992e-05,0.0030374825344754264,0.0023692363768907498
0.0013655311197357063,-0.0030544775046714317,-0.009091562455081116
-0.0017222483168937554,0.00026094671468077313,0.0010698815301914517
-0.0017568903041614925,-0.0013176677281210674,-0.002122909117528583
-0.0013240879473152215,0.0017073765636433642,-0.0002787553573294682
-0.001456415977193054,0.006941216572154595,0.018096743205974503
-0.0012508143322476045,-0.001355048859934806,-0.0014592833876221557
-0.002668012691087428,-0.002271416209979793,-0.0012979521199885118
-0.001070745697896645,-0.0019502868068833304,-0.0012619502868068224
0.0010365916865345169,0.0017967589233267053,0.000760167236791992
-0.00013943112102624474,0.0005577244841048205,0.0010317902955939893
0.0006688324097075595,0.0010191731957449302,0.0011465698452129333
-0.0003945106658776069,0.002141629329050049,0.002057091329219202
-0.00039418046298291996,-0.000931699276141299,0.0006808571633340419
-0.0015479277117759918,-0.03463488255098493,-0.029449324716535788
-0.000598507252499704,-0.000598507252499704,0.003098155189409926
0.0004974134500596142,-0.0030508024936994824,-0.0025533890436396796
0.00024956326428758515,-0.0025510911460500125,-0.002745195907162491
0.0039009167154280887,-0.0026006111436187875,-0.0002600611143618233
0.004273504273504356,0.004524886877828067,0.008826322551812819
-0.00016929067208400664,-0.00027086507533448763,-0.0005755882850855456
0.0,0.0005985783763561768,0.0003990522509041651
0.0007529380953938564,-0.0012439846793467517,-0.0014404033129277983
0.0001241341642045595,0.00019861466272743633,0.00017378782988652442
0.0024825592357487383,0.0060335616868831595,0.0005342216076926624
-0.002015611829809108,-0.003774691244915269,-0.005680360611280138
-0.0003674751119127307,-0.0006347297387585947,0.001503307276007368
0.001399341931091667,0.0005294807306833567,-7.564010438349023e-05
-0.0002669106993060062,-0.0009532524975215435,0.0012201631968275497
9.481369109690816e-05,0.0005056730191838695,0.0020226920767358373
0.00032163533700247244,0.00032163533700247244,0.002037023801014914
0.0004051990150546877,0.000654552255088478,0.002025995075273616
-0.0036146632566069984,-0.005626598465473068,-0.010025575447570325
0.0015619189289699366,0.0004090740052064472,-0.002789140944589067
0.001656139269758153,0.004390694808195911,0.007702973347712218
-0.00030749125571757284,0.0008840373601874211,0.0056117154168427545
-0.00019847176739109615,-0.0007277298137674152,-0.001389302371737673
-0.00016099170892699638,-0.0014757573318307745,0.017494432370066225
0.000215311740641608,-0.0003075882009166828,0.0012611116237580147
0.0008379010578501172,0.0008379010578501172,-0.0014663268512377053
0.0015998234677552382,0.0028962321399016782,0.0038616428532023423
0.0007732794532165988,0.001047668936616069,0.0014966699094515273
0.0011741376611177493,0.0019047122058133334,0.0018525283097637019
-0.0012112325885315254,-0.0016893507155835575,-0.0033468268893635015
-0.0006125306265312669,-0.00026251312565620986,-0.0005541943763854794
0.0009541647524471915,-0.0007067887055166465,0.0034986040923064357
-0.0033233415873844606,-0.005213084842955893,-0.006190538251010146
0.0006023189278722741,0.000542087035085098,-0.0019575365155851047
-0.0012692806489888147,0.001793548743136164,-0.001407245936922402
-0.0012716460335865348,-0.00733066537008632,-0.010995998055129587
-0.0004484017679842521,0.0009288322336812619,0.0012491192108128445
-0.0006842619745844886,0.0030628869338546684,0.00348647768002623
-0.002769584921947996,-0.0012589022372489962,-0.0029853967340478533
0.0013737793784576711,0.002858946274087694,0.003415883859948821
0.0003496707267323403,0.0,-0.00017483536336617016
-0.0004913862874319548,-0.0002023355301190692,-0.0029772228003236583
-0.0015048908954102018,-0.004416527627834013,-0.006575718912552723
0.0017247987734764153,0.0008487105075836453,0.0032579532387888017
-0.00042372881355938827,0.00026483050847448596,0.00018538135593218532
0.005166051660516483,0.008285810130828481,0.003220395840321971
0.0006716784210391583,-0.00015500271254747545,0.0006200108501899018
0.0010143988278058375,0.0036631068781876395,0.0034376849164530626
0.0012442969722106575,0.00437099192802222,0.0021057333375872384
-0.0012286203886320134,-0.0017136021209868716,0.004364835591192621
-0.00047903426691782094,-0.0016925877431098032,-0.00041516303132882655
0.0008007206485837556,-6.672672071543941e-05,-0.009975644746938942
0.0018483046005982168,0.0015122492186711988,0.002923681822764407
0.001768596795302607,0.0022284319620812687,0.004633723603692838
-0.001309498431647248,-0.006029783475957055,-0.01626214331394473
-0.0010687273923052811,-0.0006850816617340787,-0.002110051518141068
0.0015784460470811923,5.442917403738918e-05,0.0015240168730439579
0.000528850168397021,-0.0002505079745037854,-0.0024215770868706117
0.0003069053708440014,7.672634271092765e-05,-0.00017902813299230992
0.002942691091002764,-0.0025380710659898393,-0.00522327668652989
0.0010764613778705117,0.001957202505219281,0.00127218162839244
0.0009264084303166961,0.0026055237102656976,0.0025476231833709553
-0.0001915647648542584,-0.002426487021487152,-0.0011174611283163562
0.0007405022537023868,0.0020927237604635453,0.0016741790083708364
-0.0004995793016407176,0.0008151030710980287,0.0010254522507361862
-0.00036844939489271165,0.0008219255732222897,0.003004279681432991
-0.0041692166462667345,-0.004360465116279018,-0.005278457772337804
-0.0014641288433380928,-0.00234260614934113,-0.002315985624916823
-0.00016074069311390526,0.0007072590497009273,0.002668295505690169
-0.0013703570140641739,0.0006851785070320869,0.0017309772809230484
-0.0008821259234755574,0.001433454625647761,-0.004686293968463967
0.0017287151941717672,0.006760511205778841,0.0051244057541520805
0.0014855961762047423,0.0010657537785817108,0.0009688670714378355
3.684598378794307e-05,0.0022476050110538455,0.0016212232866617455
-0.0002023355301190692,0.0002023355301190692,0.004133425829575693
0.00037757221068525674,-0.0009439305267132952,0.0010248388575743558
-0.0016460604287072524,-0.005340551613139145,-0.010863998829468032
0.0020338757001865724,0.002233929047745929,0.0011002934115763672
-0.0012015038176814942,-0.0008139219410099591,0.002635556761365865
0.0011909635639584398,0.0027913208530276528,0.0030146265212698735
-0.0011413618395412978,0.00030621903012069705,0.004259228328044019
0.0006241011586574179,0.0004884269937318721,-0.011586573684638923
0.0006406149903907388,6.406149903920133e-05,0.0027546444586803768
-0.0007365176355055562,-0.0012548078234539393,0.0006546823426716744
0.0010062509528891113,-0.004421405702088699,-0.004268943436499397
0.00028583307348512016,0.009770294148217566,0.00982226379794208
0.0021401321298967083,0.0035048540678018526,0.005738035420737464
0.0006209759126711694,0.0027453671928619632,0.0041834166748373125
0.0004406480916547877,0.0019998644159719067,0.0022371364653244697
-0.00047004375022596616,-0.00054235817333759,-0.00054235817333759
-0.0044229080620508425,-0.005268464015089936,-0.0017886760545058745
-0.00359251618410753,-0.002881126840719934,-0.0038770719214625275
-0.00014330753797636725,-0.0005445686443106843,-0.00011464603038109379
-0.0004834031582339854,-0.0009399505854549971,-0.0006982490063379281
-0.006300695249130971,-0.0051419466975666855,-0.0034400347624567113
0.00025427320242981164,-8.475773414316349e-05,-0.0020059330413899693
0.0004796738218011934,0.009753367709957335,0.013071111644082065
0.00010735084941349834,-0.00016102627412040008,0.0003757279729475493
0.0005514646251663021,0.0013624420151166702,-0.0008758555811463387
9.827526902859925e-05,-0.000638789248685546,-0.0013758537663996911
0.0018872307066952478,0.0030195691307123964,0.00014517159282274945
-0.00044319692716798847,0.0009848820603733544,0.0005663071847146752
-8.227292672217178e-05,-0.00013712154453710885,0.0008501535761298878
0.00017231872070566073,0.0006203473945407704,0.001792114695340439
0.0005028916268543639,0.0006106541183232728,-0.003448399727001615
0.0016607097729159157,0.0001444095454708243,-0.003429726704935155
-0.000770623819982232,0.0014256540669672277,0.0006550302469849957
-0.00040636640704369976,-0.0039959363359295865,-0.002742973247544877
0.0013633265167007499,0.000981595092024577,0.009352419904567163
-0.0004709663120566242,-0.0014128989361701877,-0.0012466755319148622
0.0026874947509869167,0.003919263178522534,0.003583326334649169
2.7403266469338225e-05,0.0039460703715882865,0.0021100515181409125
-0.000541829215431214,0.000614073110822193,0.0003250975292588926
0.0011698320946876956,0.0005161023947152289,0.0011698320946876956
-0.0011013215859031868,-9.717543405036782e-05,-0.007838818346722
-0.006244881244881384,-0.007917007917007893,-0.00723450723450725
0.0001075847229692405,0.0015779092702169542,0.00103998565537014
0.0040489828165120095,0.00500362104154335,0.007538350121798738
0.0010156473164693344,0.0020630336115784876,-0.0002539118291172885
0.002691980731085261,-0.014097478039104628,-0.015053839614621705
-0.0010026633244555638,-0.0020993263355787535,-0.002631991226695833
-0.0008369817151686548,-0.001448622199330378,0.0006760236930209773
-0.0012421308189594267,-0.0013268215566158352,-0.003048866555627815
-0.0013336381649139716,-0.0020957171162932914,0.0011431184270690876
0.0011878974215637445,0.003948012018726837,0.006743064775347459
0.000730994152046758,0.004357849752586626,0.00671952316689155
0.0005602868668759678,0.0006723442402510341,-0.0021010757507844017
0.0005416531253385024,0.0007583143754738725,0.0010020582818762987
-0.0023336003622305593,-0.002821218348368229,-0.0031346870537425865
0.0021299254526091745,0.0010306090899722127,0.0018550963619499829
0.00027757537906401906,-0.0011796953610213907,-0.0005898476805105968
-0.0004704833597464286,0.003342908082408931,0.003293383518225141
-0.000674868919690575,0.00023360847220067443,-5.191299382230652e-05
-8.265829062647466e-05,2.755276354215822e-05,-0.0004132914531326866
0.00021782339967882193,0.002396057396465803,0.0017698151223896157
0.0004931527635522,3.7934827965520675e-05,0.0024278289897954794
-0.0012163450475032203,-0.0014135901903415853,0.0001314967618923057
5.2626039364229575e-05,0.0004999473739606298,-0.0010788338069677534
-0.001969057665260165,-0.003825597749648421,-0.00565400843881854
-0.002057436776682299,-0.0018859837119587603,-0.003600514359194145
-0.002508456539090209,-0.005815058340618105,-0.007031279692904195
0.004005428845708353,0.0032109636201133017,0.004799894071303405
0.000492163246763063,0.001211478761262941,-0.002082229120920767
-3.214607175000291e-05,0.003343191462003409,-0.0023466632377522226
0.0005503375403580028,0.005650132081009761,0.010786615791018483
-0.0004466866361867652,-0.0007094434810026324,-0.000551789374113142
7.050197405520942e-05,0.0017625493513818387,0.005146644106034897
0.00013887442280325127,0.000694372114016059,0.0004166232684095565
0.00019488293103926384,0.0008630529803168303,0.0025613185222306185
0.00019470946566157597,-0.004061083140941781,-0.01727351116797858
0.00018528812303114515,-0.002816379470076145,-0.0022605151009820776
-0.0014545958301586752,-0.0033940569370368434,-0.0014199625961073112
0.0008922713554650964,0.000367405852250325,0.0008660280803043802
-0.0008877649843969679,-0.0010491767997418573,-0.001264392553534992
0.0013618269432222445,0.003631538515259517,0.0006285355122564664
0.00044396348400351014,0.00091567468575721,-0.0011099087100085387
0.0006744604316546105,0.003019013360739972,0.0008992805755394807
0.000513792106868656,-3.2112006679450714e-05,-0.0009633602003789581
0.0009007700130757004,-0.005404620078454037,-0.006508789771901649
-0.00033575825405709163,-0.0013430330162282076,0.0015109121432569125
-0.0007452322075809439,-0.0012533450763863169,-0.0005419870600588333
0.00025241598153754935,0.0,0.0009375450742823846
-0.00041736227045080304,-0.0037942024586431933,-0.0030353619669145977
-0.0001709693964780369,-0.0023650766512793757,-0.004188750213711661
-0.002825177986213131,-0.004369608618676404,0.0003013523185293407
9.918666931174226e-05,0.0018184222707135205,0.002545791178999004
0.0013468272597838254,-0.002347327509908853,-0.0027321352984183613
-2.6128079847388248e-05,-0.000627073916337912,-0.0003919211977112693
-0.001013000168833208,-0.001924700320783364,0.0010805335134224212
-2.5046335721061225e-05,-0.0010769924360066294,-0.0030806992936933783
-0.0011080639352891606,-0.0016897975013158636,-0.0014127815174935342
-0.001172405281994309,-0.0009255831173639743,-0.0012649635937307942
0.0009445638720605188,0.0010748485440689236,0.0010097062080646286
-0.00047696920141723347,-0.00040883074407196973,0.001635322976287879
0.0017259336408272103,0.00422556167237023,0.005534890641273661
0.0007876982088428308,0.004041234288845532,0.015171752457275957
0.0008572319201996076,0.0019092892768080155,0.0007793017456358659
-0.0007249345982915541,-3.1518895577870285e-05,0.0014498691965834664
5.2338209509805066e-05,-0.0006018894093633533,0.0011776097139716553
0.0011599625818522069,-0.00014967259120681183,-0.002806361085126286
-0.0011601323915787184,-0.00023885078650149515,0.0015013478008666795
-0.0005102735065994601,-0.0028235134031840527,-3.401823377327155e-05
0.00017525923762232298,8.762961881107847e-05,0.0012852344092303132
2.6301946344005537e-05,-0.001788532351394021,-0.0021830615465544033
0.0007357539638744386,-0.00044145237832470495,-0.0014347202295551867
-0.003260104471529639,0.01541140295632189,0.010187826473530174
0.0011286681715575225,0.005151357295826743,0.005353938762516542
-0.0011241368235105614,-0.0024088646218081936,-0.006289813179166059
-0.0007538635506973524,-0.004472923734137386,-0.00037693177534860476
-0.00040881788735493396,0.00015723764898270816,0.002390012264536592
0.0003001528050642785,0.0018554900676708327,0.00687622789783885
8.066250806617743e-05,0.0016132501613249244,0.0018283501828350365
0.0001791536780250506,0.0003941380916550706,-0.00021498441363001998
0.0003252120653676375,0.0010840402178920222,0.0006775251361825523
0.0005280388636603354,0.0015049107614320235,0.0017425282500792719
-0.00044798566445869366,0.0003199897603277423,0.0002559918082620847
0.004347669864539469,-0.0030900794078546,0.005066292982645342
-0.00025648541697198145,-0.00029312619082530017,0.00403048512384569
0.00021823736951224774,-0.0010184410577238918,0.000400101844105822
0.002049639711769372,0.0024659727782225197,0.003106485188150608
0.0006010375806655628,0.00028470201189413825,-0.0006959382512970622
0.003350644999162339,0.009046741497738276,0.008879209247780313
0.0008948831857842359,0.0004474415928920271,-0.001885646712902218
-0.0002961208172934924,-0.00040380111449116776,-2.6920074299533604e-05
0.00013397642015012214,-0.0021101286173633286,-0.00033494105037521014
0.0017674854813692928,-0.0010821339681853022,-0.004653176063196697
3.183294072703542e-05,0.0007958235181766092,0.0008913223403578964
-0.00018774054257017516,-0.0022215964204135913,-0.0010638630745642074
-0.0007837218077849172,-0.00046442773794655646,-0.002002844619894917
0.0026388125343594295,0.003225215319772752,-0.004214770020157721
-0.0006812431064684992,-0.0011354051774474985,0.006877311360539819
0.0,-0.0009254815931993617,-0.002056625762665465
0.0010672703751616562,6.46830530402285e-05,-0.0017464424320826767
-0.000848032564450507,-0.00039574853007684973,0.004494572591587607
-0.00040926577719564884,0.0045292079342992685,0.0023464571225887795
0.0006247396917951091,0.0005553241704844098,0.001596556990142925
-8.216701815899197e-05,0.0006025581331652665,0.0023280655145023854
0.003766677227443916,0.00542119900024649,0.006758897454852733
-0.00034825678133355967,-0.003327787021630668,-0.00530124211585344
-0.0006459739672490831,-0.001711831013210263,-0.0005490778721618033
-0.0008687853819853212,0.000644582702763349,-0.0009248360517907743
-0.00033324076645377545,0.0019994445987224947,0.0009164121077478035
-0.0007564010438336124,-0.00022692031315004073,-0.0012480617223253315
-0.001998774085227727,0.0006929083495455878,0.00031980385363644843
-0.0016446739338305866,0.0012239433926180654,-0.0004207305412125211
-0.0004968038949426493,-0.0010267280495479159,-0.002748981552015315
0.00032654838358541047,0.0011247777656834014,0.0015601756104640862
-0.0008888888888889592,0.0009275362318840932,0.0022028985507246113
-0.0004432992547031973,0.0012190729504335958,0.0001662372205136793
-0.0065766369760240145,-0.00022347795549593964,0.007374772531366734
0.00021662995992326038,-0.002094089612593569,-0.0026356645124021305
-0.00035116153430576837,-0.0037277147487844286,-0.002485143165856337
-0.000941449107433794,-0.0015932215664264681,0.0031864431328529363
-0.00014816461088276646,-3.704115272084953e-05,-0.0023335926214025715
-0.0021108345672789636,-0.0017012696512397859,-0.0018272896254057556
-0.0005668475180177514,-0.0005668475180177514,-0.0003778983453452188
0.00032641336989151944,0.004537145841493622,0.003296775035905441
0.0004978329623988493,-0.0014056460114794957,0.0018449103900667547
-0.0015614299411039396,-0.011861388850842307,-0.016353924119983636
-0.0031893520843796633,-0.0026368658965344335,-0.004419889502762408
0.0037797698688787646,0.004114262777629175,0.010871019534385871
0.0004388630072243449,0.0012490716359460795,-0.0004726217000879184
-0.002140754616002095,-0.0017728124163766817,-0.0029100883061279254
-0.0004642779112956519,-0.0025944942101814657,-0.0033045663098100185
-0.0006366385484640733,-0.0003501512016551227,-0.0004456469839248333
-0.0010772766446423849,-0.004811835679402585,-0.00642775064636606
-0.0008109451434849774,0.00039239281136378506,0.0011510189133335019
0.0013819464863274638,0.0017053807703616114,0.0013231402528667703
0.0014806142827629184,0.003443289029681151,0.0059913229116452344
0.0008135435633207281,0.0016658272963235843,0.0011234649207764323
-0.0010990520675918738,-0.005873059486193283,-0.006353894765764606
-6.430868167196724e-05,-0.0007395498392283543,-0.003440514469453354
0.00024567006510269296,-0.0002149613069647254,-0.001044097776685834
0.0005309358629478766,-0.0036457595922411608,0.001486620416253773
-0.000520969002344442,0.000488408439697764,0.0015629070070331407
0.0009502249797377798,0.0029624661133003613,0.002291719068779501
-0.002201399864529162,-0.0032738767216074966,-0.003471438247911544
0.00013708770871591184,0.0005757683766072973,-0.0009047788775259532
-0.0002941284606051108,0.0012132798999962648,0.003970734218169727
-0.0014268049082088482,-0.0017121658898505458,0.0016487523383748332
-0.0015477327361939845,-0.003688214179866317,0.000856192577468933
-0.0037597640423944778,-0.001361293877418595,-0.006158234207370361
0.000255770829337045,-0.00105505467101472,-0.0007992838416778567
0.000185626334189284,0.0004950035578379734,6.187544472970272e-05
-0.000966517086641259,-0.002105626510182995,0.0006558508802209104
0.00030276270972626353,0.0010344392582312808,0.0024221016778099647
-0.0001297589079490602,-0.00023356603430819037,-0.003373731606674828
0.00022050716648286682,0.0017916207276735866,0.0020948180815876264
-0.000511288716665315,0.0,0.00016145959473642333
0.00010245901639334944,-0.0025956284153005153,-0.006898907103825268
-0.00035255280279482596,-0.0005769045863914837,0.0008974071343868131
-0.0023646951021253034,8.867606632961696e-05,0.0009458780408500877
-0.0012817695744525846,-0.0016846114407089267,-0.0029297590273200443
-0.002231902764332538,-0.0006184790792729326,0.0003764655265138925
-0.0008318264014467204,0.0,-0.00213381555153698
-2.8848372951739284e-05,-0.0032021693976460124,-0.004586891299330645
-0.0011652542372880795,-0.0017302259887005973,-0.0018008474576270866
0.004359634076615306,0.005074328187535792,0.006217838765008609
0.0007249295207411428,0.0013156128339374658,0.0018257484226070796
-0.0011448886746408733,-0.003133379530595705,-0.010755927811756348
-0.000489568426602378,0.0013180688408524737,-0.00259847857196655
-0.0017317422950996735,-0.003030549016424506,-0.0031387829098681393
-0.0026714158504007202,-0.001649022129876983,0.002044787441047474
-0.0035545910349472,-0.007670433285938829,-0.011823692284666499
-0.00010465998587095544,0.001020434862241258,0.0012820848269185722
-0.0005198349524026934,0.0025017057084375117,0.0030865200298904726
0.00061339430100923,-0.00039034182791513743,-0.0006691574192829116
-0.0004910292728989441,-0.0011331444759207227,-0.0016619452313503219
0.0013878865263976018,-0.0013878865263976018,-0.0025259534780435466
0.0003850473287341715,0.0013476656505696004,-0.00022461094176156967
-3.7104374605732274e-05,0.0019294274794997657,0.0024488887239806504
0.00019804431241486343,-0.0006188884762965714,-0.0014110657259561658
0.000313397753982775,0.0010707756594411728,0.0009140767824497852
0.0002894279850550272,0.00010524654002005069,0.00039467452507492833
0.0003978855226510156,0.0017904848519297318,0.0017052236685044218
0.0005161353749354328,0.0005407132499323382,-0.00031951237496004976
0.0013408420488066506,0.0010190399570930422,0.000724054706355695
0.002028596669175161,-0.0052350881785165814,-0.008637895494552192
0.0004296384427258757,0.0012558662171987423,0.001850750214819229
-0.0005163249810175123,-0.0015793470007592462,0.0004555808656035756
-0.0005669546436284545,-0.019897408207343426,-0.023029157667386536
0.0009356596400463202,0.00167868347184769,0.0022290714954042662
-0.0002964500111170271,0.00040761876528575425,0.00022233750833766498
0.0009114492042347014,0.0018228984084694027,0.003400406646568139
6.663557006743071e-05,-0.0028653295128940283,-0.00036649563537020604
-0.0053435662028401675,-0.013054081193515947,-0.04038158083488736
-0.0031487990626831194,-0.0035515524311658876,-0.0029657293497363877
-0.000904093736438594,-0.004267322435990188,-0.0041949949370749615
0.0049294038942291965,0.0008802506953980494,-0.0009506707510298293
0.0009546271338723466,-0.0005334681042228148,-0.004716981132075491
0.0011447005567407195,0.0026796399396431386,0.0019511941308080546
0.0012292143271759267,0.0029364564482535376,0.0033803393997337014
3.157263284182396e-05,-0.0010734695166230916,-0.0011997600479903875
0.0007347281505842122,0.00020992232873837477,0.0031838219858653176
5.493599956046204e-05,0.0025270559797835957,0.000631763994945938
0.00385213457732553,0.0034280463669777612,0.001060220525869421
-2.4754926230297322e-05,0.0004455886721457739,-0.00034656896722444394
0.0011584538878841777,-0.004181735985533505,-0.004916365280289357
0.001609599063505991,0.0030728709394204526,0.002341235001463222
