ema_diff,return_5,realized_vol_10,volume_norm,volume_acceleration,rsi_14,macd_hist,bb_position,bb_width,atr_rel,return_5_lag1,return_15_lag1,NVDA_return_5,NVDA_volume_norm,divergence_NVDA_QQQ_5,corr_QQQ_NVDA_15,relative_strength,momentum_spread_5,tech_unanimity,max_divergence,high_vol_regime,low_corr_regime,overextended_up,overextended_down,bb_over_upper,bb_under_lower,bid_ask_spread_proxy,is_15_30_16_00
-0.18641986653670062,0.07952564332078906,-0.4440178517490245,0.10852179934684275,0.4067815468331106,0.20412432519286144,-0.3228333858989931,-0.28749106903852184,-0.5461326976935844,-0.3059331969249594,-0.12245727987103154,-0.23015570231069193,0.2235664822347771,0.477756950596088,0.23150047382615876,-0.10244013488418974,-0.036668041880919926,-0.45890658706991644,-0.7377391441264629,-0.5126929185601878,-0.4948501109065952,-0.38775536364583585,-0.12180647611372865,-0.12889892864020738,-0.23167534653656907,-0.23675760486877298,-0.03056783118281868,-0.2897505636529019
-0.24060358039476595,0.5487159904577026,-0.11607117496938066,-0.2534771910475641,-0.26388870176842333,-0.6491088233887419,-0.13977603254149018,-0.5265585729982889,-0.42133473186586234,-0.3464588266814523,-1.17475292370701,0.006490668910086193,0.17013887645061862,-0.5136317559263928,-0.1368290312927274,0.3375881232871583,0.37124105094258286,-0.5099565192524883,0.9107010017815156,-0.4477116835276166,2.020813935290304,-0.38775536364583585,-0.12180647611372865,-0.12889892864020738,-0.23167534653656907,-0.23675760486877298,0.21545776408832595,-0.2897505636529019
-1.9495519551726745,-0.37175059580858977,0.9766317825483097,-0.4953536396568085,-0.13797200753059835,-1.7759458251139448,-2.121852449167313,-1.3620117377381558,0.851915835925312,0.22383414792942513,-2.163113687902835,0.24261204822560334,1.1769743649089162,-0.047182455437416226,1.738883599594426,-4.185478144402391,-0.872048213881608,1.1933260338343437,-1.561959217080452,0.9576613981243365,2.020813935290304,2.578945628495213,-0.12180647611372865,-0.12889892864020738,-0.23167534653656907,-0.23675760486877298,-0.07853664064882568,-0.2897505636529019
0.22441491368711206,0.21505025708458136,-0.24126133246883416,-0.2713026944169497,0.33033334300965345,-0.17161953055322732,-0.28913101510809514,0.40970911398034404,-0.5875169166006272,-0.5521106809105473,0.25845940419865976,0.3683049969346521,0.37830589829809685,-1.0348151386785285,0.34265213148050405,0.15028126715139972,-0.17659448153783092,-0.18607701281575528,0.0864809288275266,-0.2594149534029062,-0.4948501109065952,-0.38775536364583585,-0.12180647611372865,-0.12889892864020738,-0.23167534653656907,-0.23675760486877298,-0.584572931798562,-0.2897505636529019
-0.6123973176204389,0.28881928436856275,0.6579386097119143,-0.8634506552129548,-0.16386217898205607,-0.9990735351570601,-1.135248721733663,-0.9813530693206098,0.3798800819553212,0.31631868549993375,-1.4473587079301131,1.1017636265343385,0.9406259816899024,-0.7785583094136297,1.0143335608674622,0.26939649575055047,-1.4045424637206865,1.152624297942273,-0.7377391441264629,1.0052036162063607,-0.4948501109065952,-0.38775536364583585,-0.12180647611372865,-0.12889892864020738,-0.23167534653656907,-0.23675760486877298,-0.37866305573677767,-0.2897505636529019
0.9793171073741193,-0.3725140487006413,-0.1967024826800398,-0.4224968937009605,-3.4313395519605248,0.8034044836523664,0.43133260492546555,0.5181707332553416,0.3090592194463137,0.07640914220168422,1.2518434854168734,0.32385649160407365,0.14804777142435738,-0.8706077755535865,0.42402151736908494,0.13639188954143708,-0.04609595124634736,-0.17107226014993404,0.0864809288275266,-0.2514637467515346,-0.4948501109065952,-0.38775536364583585,-0.12180647611372865,-0.12889892864020738,-0.23167534653656907,-0.23675760486877298,0.2812027791810802,-0.2897505636529019
0.21923157833524112,-0.41781151618463375,-0.4657696361850256,-0.7434478890912872,0.02579405285340918,0.42125823789725286,-0.3340155158667948,-0.36807569206792445,-0.4925925394250266,-0.5312902418587839,0.22444937536436416,1.24005443324032,-0.702830955589157,1.276646813347836,-0.6347514831842211,0.7936110994575368,0.09442404408926025,-0.14200077893809482,0.0864809288275266,-0.13469076913262656,-0.4948501109065952,-0.38775536364583585,-0.12180647611372865,-0.12889892864020738,-0.23167534653656907,-0.23675760486877298,-0.2994828633059228,-0.2897505636529019
-0.8636229972798197,-0.9914094366626168,-0.08020835035175043,-0.8543878723196393,0.043404848958184854,-0.7977935862863559,0.04244137069589603,-1.3793366445201352,-0.23397631125325596,-0.11746605097975144,0.5439180771130617,-1.915637804709324,-1.2295873708224627,-0.12111911536859599,-0.9413479815474486,0.091609262848127,1.3488003380872267,-0.1579991748050998,0.9107010017815156,0.16437419792342248,-0.4948501109065952,-0.38775536364583585,-0.12180647611372865,-0.12889892864020738,-0.23167534653656907,-0.23675760486877298,-0.7207033820393192,-0.2897505636529019
-4.203231021154003,-4.329206079465427,3.4693376210904816,1.1584247013138478,1.0614556430298394,-2.0148809374219407,-4.388842675052624,-1.7439373232697077,2.9481730458493174,2.1832543235396438,-2.0182018710809158,-0.2892498937685446,-2.3939803166819873,0.6459722084758212,-0.2954819673409142,-1.6959540581931114,0.15101708485973037,-0.07022534426083257,0.9107010017815156,-0.12384842289095235,2.020813935290304,2.578945628495213,-0.12180647611372865,7.758016381899317,-0.23167534653656907,4.2237291619598345,3.3972119917821653,-0.2897505636529019
-0.8452626581681452,-0.00128008348222882,-0.5299271851904848,-0.8158530600086761,-0.22337046198914837,-1.4338206249910757,0.46580968865227756,-0.4061293041334573,0.7077371928831356,0.31117880159787314,0.23381120890032464,-0.4044144269789275,-0.8517677925063538,-0.2387757282520368,-1.0915039024866793,0.44130434150565895,0.6687774039138081,0.5819030523513313,-3.2103993629884306,0.3108415443826791,2.020813935290304,-0.38775536364583585,-0.12180647611372865,-0.12889892864020738,-0.23167534653656907,-0.23675760486877298,-0.49543286123973185,-0.2897505636529019
